Entity,Label,Role,Verb,Voice,Sentiment,Uncertainty,Is_Violent,Is_Pronoun,Identity_Group
russia,RU_POLITICAL,AGENT,shoot,active,0.0,0.0167,True,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,shoot,active,0.0,0.0167,True,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,come,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,fight,passive,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,agree,active,0.0,0.0,False,True,IN_GROUP
they,OUT_GROUP,AGENT,identify,active,0.0,0.0,False,True,OUT_GROUP
trump,WEST_ACTORS,AGENT,need,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,get,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,get,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,have,active,-0.6403473019599915,0.0,False,True,IN_GROUP
russia,RU_POLITICAL,PATIENT,build,active,0.6713690161705017,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,conduct,active,-0.5677785873413086,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,conduct,active,-0.5677785873413086,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,play,active,-0.4828982353210449,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,put,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,agree,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,fail,active,-0.692295491695404,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,obtain,active,-0.692295491695404,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,implement,active,-0.5604462623596191,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,PATIENT,implement,active,-0.5604462623596191,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,indicate,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,indicate,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,speak,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,run,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,puff,active,-0.7913443446159363,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,AGENT,puff,active,-0.5215383172035217,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,PATIENT,meet,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,PATIENT,shake,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,sit,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,leave,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,implement,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,implement,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,speak,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,get,active,-0.5120856165885925,0.0408,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,late,active,-0.6665420532226562,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,hold,passive,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,pour,active,-0.8130553364753723,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,ruin,active,-0.8130553364753723,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,land,active,0.0,0.0435,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,board,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,speak,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,wound,active,-0.6259362697601318,0.0,True,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,tell,active,0.0,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,tell,active,0.0,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,pull,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,pull,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,evacuate,passive,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,sound,active,0.9717194437980652,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,evacuate,active,0.0,0.0455,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,evacuate,active,0.0,0.0455,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,retreat,active,-0.48972102999687195,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,move,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,sound,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,tell,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,get,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,get,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,carry,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,carry,active,0.0,0.0,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,AGENT,agree,active,0.0,0.0,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,PATIENT,present,active,0.0,0.0,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,AGENT,agree,active,0.0,0.0,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,AGENT,agree,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,continue,active,0.0,0.0,False,True,IN_GROUP
russia,RU_POLITICAL,AGENT,win,active,0.0,0.0435,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,take,active,-0.6964595913887024,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,forget,active,-0.5702093243598938,0.0,False,True,OUT_GROUP
zelensky,UKR_POLITICAL,AGENT,sniff,active,-0.5702093243598938,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,cut,active,-0.5702093243598938,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,cut,active,-0.5702093243598938,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,subdue,active,-0.5702093243598938,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,come,active,-0.5702093243598938,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,come,active,-0.5702093243598938,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,have,active,-0.537989616394043,0.0455,False,True,OUT_GROUP
kiev,UKR_POLITICAL,AGENT,mean,active,-0.6962409019470215,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,host,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,host,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,bring,active,-0.6291280388832092,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,introduce,active,-0.7283022403717041,0.0588,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,discredit,active,-0.7283022403717041,0.0588,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,identify,active,-0.7283022403717041,0.0588,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,get,active,0.0,0.025,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,get,active,0.0,0.025,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,lay,passive,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,have,active,-0.7183526158332825,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,AGENT,cause,active,-0.7920097708702087,0.0667,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,cause,active,-0.7920097708702087,0.0667,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,owe,active,0.0,0.0,False,True,IN_GROUP
we,IN_GROUP,PATIENT,separate,passive,0.0,0.0,False,True,IN_GROUP
we,IN_GROUP,AGENT,know,active,0.0,0.0,False,True,IN_GROUP
un,INTL_ACTORS,PATIENT,prepare,active,-0.6274585723876953,0.0303,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,build,active,-0.7065378427505493,0.0286,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,have,active,-0.7065378427505493,0.0286,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,decide,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,move,active,0.0,0.0,False,True,IN_GROUP
un,INTL_ACTORS,AGENT,announce,active,0.0,0.0,False,False,NAMED_ENTITY
turkey,INTL_ACTORS,PATIENT,want,active,0.0,0.0,False,False,NAMED_ENTITY
turkey,INTL_ACTORS,AGENT,want,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,want,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,intend,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,live,active,0.0,0.0,False,True,IN_GROUP
russia,RU_POLITICAL,AGENT,want,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,want,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,care,active,-0.6217309832572937,0.0,False,True,IN_GROUP
un,INTL_ACTORS,PATIENT,portray,passive,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,create,active,0.0,0.0106,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,harm,active,0.0,0.0106,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,invent,active,-0.48432236909866333,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,invent,active,-0.48432236909866333,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,carry,active,-0.48432236909866333,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,give,active,-0.48432236909866333,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,break,active,0.0,0.0263,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,drown,active,0.0,0.0263,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,unite,active,-0.6915938854217529,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
turkey,INTL_ACTORS,PATIENT,evacuate,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,say,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,have,active,0.0,0.0,False,True,IN_GROUP
we,IN_GROUP,AGENT,go,active,0.0,0.0,False,True,IN_GROUP
we,IN_GROUP,AGENT,see,active,0.0,0.0,False,True,IN_GROUP
russia,RU_POLITICAL,PATIENT,create,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,give,passive,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,have,active,0.4828804135322571,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,PATIENT,help,active,-0.47314226627349854,0.0345,False,True,IN_GROUP
zelensky,UKR_POLITICAL,AGENT,try,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,begin,active,0.8000807762145996,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,pay,active,0.8000807762145996,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,recall,active,-0.7114114761352539,0.0,False,True,IN_GROUP
russia,RU_POLITICAL,PATIENT,recall,active,-0.7114114761352539,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,try,active,-0.7114114761352539,0.0,False,False,NAMED_ENTITY
turkey,INTL_ACTORS,PATIENT,implement,active,-0.7114114761352539,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,try,active,-0.674963116645813,0.0,False,False,NAMED_ENTITY
turkey,INTL_ACTORS,PATIENT,implement,active,-0.674963116645813,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,call,active,-0.674963116645813,0.0,False,True,OUT_GROUP
ukraine,UKR_POLITICAL,AGENT,agree,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,mean,active,-0.7645609974861145,0.0,False,False,NAMED_ENTITY
yermak,UKR_POLITICAL,AGENT,emphasize,active,-0.8081335425376892,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,control,active,0.0,0.0114,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,believe,passive,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,redouble,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,redouble,active,0.0,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,defend,active,0.0,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,PATIENT,make,passive,-0.8632144927978516,0.0385,False,True,OUT_GROUP
un,INTL_ACTORS,AGENT,take,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,hope,active,0.672792911529541,0.0,False,True,IN_GROUP
russia,RU_POLITICAL,PATIENT,put,active,0.0,0.037,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,hop,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,demand,active,0.0,0.0,False,False,NAMED_ENTITY
france,WEST_ACTORS,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
france,WEST_ACTORS,AGENT,call,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,call,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,call,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,PATIENT,announce,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,AGENT,continue,active,-0.8832957744598389,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,decide,passive,0.0,0.0417,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,invite,passive,0.0,0.0417,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,arrange,active,0.0,0.0,False,False,NAMED_ENTITY
france,WEST_ACTORS,AGENT,agree,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,discuss,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,have,active,-0.8950229287147522,0.0,False,True,IN_GROUP
ukraine,UKR_POLITICAL,AGENT,evaluate,active,0.0,0.0154,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,give,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,kill,active,-0.8195613026618958,0.0,True,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,kill,active,-0.8195613026618958,0.0,True,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,kill,active,-0.8195613026618958,0.0,True,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,hit,active,0.0,0.0909,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,PATIENT,hit,active,0.0,0.0909,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,ask,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,make,active,0.56037837266922,0.0476,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,feel,active,0.56037837266922,0.0476,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,feel,active,0.56037837266922,0.0476,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,deny,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,rip,passive,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,ask,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,ask,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,call,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,receive,active,0.0,0.0278,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,sign,active,0.0,0.0278,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,sign,active,0.0,0.0278,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,ask,active,0.0,0.0278,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,ask,active,0.0,0.0278,False,False,NAMED_ENTITY
biden,WEST_ACTORS,AGENT,arrange,active,0.0,0.0,False,False,NAMED_ENTITY
biden,WEST_ACTORS,AGENT,arrange,active,0.0,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,stop,active,-0.5969600081443787,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,keep,active,-0.5969600081443787,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,use,active,0.0,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,deny,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,deny,active,0.0,0.0,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,PATIENT,attack,active,0.0,0.0,True,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,know,passive,-0.5678174495697021,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,tell,active,0.0,0.0149,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,tell,active,0.0,0.0149,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,sell,active,0.0,0.0149,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,PATIENT,give,active,0.0,0.0149,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,AGENT,begin,active,0.0,0.0149,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,PATIENT,mention,passive,0.0,0.0149,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,AGENT,begin,active,0.0,0.0149,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,PATIENT,mention,passive,0.0,0.0149,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,admit,active,-0.49324965476989746,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,admit,active,-0.49324965476989746,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,believe,active,-0.49324965476989746,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,promise,active,-0.49324965476989746,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,give,active,-0.49324965476989746,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,AGENT,see,active,0.0,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,PATIENT,see,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,do,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,do,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,accuse,active,-0.805871307849884,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,PATIENT,accuse,active,-0.805871307849884,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,deceive,active,-0.805871307849884,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,complain,active,-0.4884255528450012,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,have,active,-0.4884255528450012,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,PATIENT,have,active,-0.4884255528450012,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,send,active,-0.4884255528450012,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,intend,active,0.0,0.0,False,False,NAMED_ENTITY
kremlin,RU_POLITICAL,PATIENT,declare,active,0.0,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,come,active,-0.5134811401367188,0.0263,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,increase,active,0.0,0.0,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,PATIENT,attack,active,-0.9320549368858337,0.0,True,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,think,active,-0.6185678243637085,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,accuse,active,-0.6185678243637085,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,provoke,active,-0.6185678243637085,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,PATIENT,provoke,active,-0.6185678243637085,0.0,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,PATIENT,hit,active,-0.6185678243637085,0.0,False,False,NAMED_ENTITY
trump,WEST_ACTORS,PATIENT,give,active,-0.7027573585510254,0.0455,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,deny,active,0.0,0.0541,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,speak,active,0.0,0.0541,False,False,NAMED_ENTITY
trump,WEST_ACTORS,AGENT,ask,active,0.0,0.0541,False,False,NAMED_ENTITY
moscow,RU_POLITICAL,PATIENT,bomb,passive,0.0,0.0541,True,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,take,active,-0.7647127509117126,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,take,active,-0.7647127509117126,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,leave,active,-0.7232491970062256,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,leave,active,-0.7232491970062256,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,end,active,-0.7232491970062256,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,declare,active,-0.5572048425674438,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,bite,active,-0.5572048425674438,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,have,active,0.0,0.0714,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,have,active,0.0,0.0714,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,seem,active,0.0,0.0714,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,go,active,0.0,0.0,False,True,IN_GROUP
russia,RU_POLITICAL,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,meet,active,0.6550508141517639,0.0,False,True,IN_GROUP
we,IN_GROUP,AGENT,appreciate,active,0.6550508141517639,0.0,False,True,IN_GROUP
zelensky,UKR_POLITICAL,PATIENT,appreciate,active,0.6550508141517639,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,call,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,call,active,0.0,0.0,False,False,NAMED_ENTITY
eu,WEST_ACTORS,PATIENT,talk,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,poke,active,-0.9443318843841553,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,preserve,active,-0.675112783908844,0.0,False,False,NAMED_ENTITY
azov,UKR_MILITARY,AGENT,persuade,active,0.0,0.0,False,False,NAMED_ENTITY
azov,UKR_MILITARY,PATIENT,persuade,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,put,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,put,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,put,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,negotiate,active,0.0,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,PATIENT,announce,active,0.0,0.0417,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,go,active,0.0,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,go,active,0.0,0.0588,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,plan,active,0.0,0.0588,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,say,active,0.0,0.0,False,False,NAMED_ENTITY
usa,WEST_ACTORS,AGENT,think,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,go,active,0.0,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,give,active,-0.5018464922904968,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,embarrass,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,embarrass,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,call,active,0.0,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,do,active,-0.6831735968589783,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,do,active,-0.6831735968589783,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,make,active,-0.6831735968589783,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,go,active,-0.5660359859466553,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,call,active,-0.5660359859466553,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,go,active,-0.5660359859466553,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,call,active,-0.5660359859466553,0.0,False,False,NAMED_ENTITY
ukraine,UKR_POLITICAL,PATIENT,disappoint,passive,-0.6278707385063171,0.0,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,attend,active,-0.6278707385063171,0.0,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,inflate,active,0.0,0.0189,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,PATIENT,inflate,active,0.0,0.0189,False,False,NAMED_ENTITY
zelensky,UKR_POLITICAL,AGENT,say,active,0.0,0.0189,False,False,NAMED_ENTITY
putin,RU_POLITICAL,AGENT,wait,active,0.0,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,AGENT,send,active,0.0,0.037,False,False,NAMED_ENTITY
turkey,INTL_ACTORS,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,begin,active,0.0,0.05,False,True,OUT_GROUP
they,OUT_GROUP,PATIENT,interrupt,passive,0.0,0.05,False,True,OUT_GROUP
ukraine,UKR_POLITICAL,PATIENT,subdue,passive,-0.6181084513664246,0.0,False,False,NAMED_ENTITY
kiev,UKR_POLITICAL,AGENT,intend,active,-0.710207462310791,0.0,False,False,NAMED_ENTITY
russia,RU_POLITICAL,PATIENT,do,active,0.0,0.0,False,False,NAMED_ENTITY
